estrategia,algoritmo,k,feature,importance
resumen_consumos_2024-07-01_a_2025-06-30,KMeans,5,s_Tarde,0.02230856293604601
resumen_consumos_2024-07-01_a_2025-06-30,KMeans,5,Tarde,0.022308562936046
resumen_consumos_2024-07-01_a_2025-06-30,KMeans,5,Junio,0.020547839517909464
resumen_consumos_2024-07-01_a_2025-06-30,KMeans,5,std_Viernes,0.019745605722990982
resumen_consumos_2024-07-01_a_2025-06-30,KMeans,5,s_Viernes,0.019381957322440413
resumen_consumos_2024-07-01_a_2025-06-30,KMeans,5,Viernes,0.019381957322440406
resumen_consumos_2024-07-01_a_2025-06-30,KMeans,5,s_verano,0.018606334648068275
resumen_consumos_2024-07-01_a_2025-06-30,KMeans,5,percentil_50_consumo,0.018485556577650834
resumen_consumos_2024-07-01_a_2025-06-30,KMeans,5,percentil_25_consumo,0.01845791834864964
resumen_consumos_2024-07-01_a_2025-06-30,Agglomerative,2,s_Noche,0.019952557816378343
resumen_consumos_2024-07-01_a_2025-06-30,Agglomerative,2,Noche,0.019952557816378343
resumen_consumos_2024-07-01_a_2025-06-30,Agglomerative,2,Marzo,0.018243285935630026
resumen_consumos_2024-07-01_a_2025-06-30,Agglomerative,2,s_Martes,0.018054495030245914
resumen_consumos_2024-07-01_a_2025-06-30,Agglomerative,2,Martes,0.018054495030245914
resumen_consumos_2024-07-01_a_2025-06-30,Agglomerative,2,s_invierno,0.017791073375402512
resumen_consumos_2024-07-01_a_2025-06-30,Agglomerative,2,promedio_por_dia,0.01769363102589943
resumen_consumos_2024-07-01_a_2025-06-30,Agglomerative,2,sum_consumo,0.01769363102589943
resumen_consumos_2024-07-01_a_2025-06-30,Agglomerative,2,media_consumo,0.017693631025899423
resumen_consumos_2024-07-01_a_2025-06-30,Agglomerative,2,consumo_medio_diario,0.017693631025899423
resumen_consumos_2024-07-01_a_2025-06-30,Agglomerative,3,min_consumo,0.03944026222715968
resumen_consumos_2024-07-01_a_2025-06-30,Agglomerative,3,s_Tarde,0.02464487791598268
resumen_consumos_2024-07-01_a_2025-06-30,Agglomerative,3,Tarde,0.024644877915982674
resumen_consumos_2024-07-01_a_2025-06-30,Agglomerative,3,std_Viernes,0.022700022888775574
resumen_consumos_2024-07-01_a_2025-06-30,Agglomerative,3,Junio,0.02233965590642868
resumen_consumos_2024-07-01_a_2025-06-30,Agglomerative,3,s_Viernes,0.02029875574745255
resumen_consumos_2024-07-01_a_2025-06-30,Agglomerative,3,Viernes,0.020298755747452546
resumen_consumos_2024-07-01_a_2025-06-30,Agglomerative,3,s_verano,0.01964524587138152
resumen_consumos_2024-07-01_a_2025-06-30,Agglomerative,3,Abril,0.019037709524595263
resumen_consumos_2024-07-01_a_2025-06-30,Agglomerative,3,percentil_25_consumo,0.018660305228465655
resumen_consumos_2024-07-01_a_2025-06-30,Agglomerative,4,min_consumo,0.03234865770695502
resumen_consumos_2024-07-01_a_2025-06-30,Agglomerative,4,Tarde,0.022683940894805348
resumen_consumos_2024-07-01_a_2025-06-30,Agglomerative,4,s_Tarde,0.022683940894805348
resumen_consumos_2024-07-01_a_2025-06-30,Agglomerative,4,std_Viernes,0.021169545234607266
resumen_consumos_2024-07-01_a_2025-06-30,Agglomerative,4,Junio,0.020302691390599124
resumen_consumos_2024-07-01_a_2025-06-30,Agglomerative,4,s_Viernes,0.01936199241439778
resumen_consumos_2024-07-01_a_2025-06-30,Agglomerative,4,Viernes,0.019361992414397775
resumen_consumos_2024-07-01_a_2025-06-30,Agglomerative,4,Abril,0.018266871297299887
resumen_consumos_2024-07-01_a_2025-06-30,Agglomerative,4,s_verano,0.018108067137203487
resumen_consumos_2024-07-01_a_2025-06-30,Agglomerative,4,Sábado,0.018106977140815432
resumen_consumos_2024-07-01_a_2025-06-30,Agglomerative,5,min_consumo,0.029891078786324878
resumen_consumos_2024-07-01_a_2025-06-30,Agglomerative,5,std_Tarde,0.02171827788051449
resumen_consumos_2024-07-01_a_2025-06-30,Agglomerative,5,Junio,0.02070262149384231
resumen_consumos_2024-07-01_a_2025-06-30,Agglomerative,5,Tarde,0.020418841648190248
resumen_consumos_2024-07-01_a_2025-06-30,Agglomerative,5,s_Tarde,0.020418841648190248
resumen_consumos_2024-07-01_a_2025-06-30,Agglomerative,5,percentil_25_consumo,0.0192219515533898
resumen_consumos_2024-07-01_a_2025-06-30,Agglomerative,5,s_verano,0.019172758739827867
resumen_consumos_2024-07-01_a_2025-06-30,Agglomerative,5,percentil_50_consumo,0.018879885132672063
resumen_consumos_2024-07-01_a_2025-06-30,Agglomerative,5,std_Viernes,0.018454931219333514
resumen_consumos_2024-07-01_a_2025-06-30,Agglomerative,5,Agosto,0.018126892251920924
resumen_consumos_2024-07-01_a_2025-06-30,GMM,2,s_Noche,0.019952557816378343
resumen_consumos_2024-07-01_a_2025-06-30,GMM,2,Noche,0.019952557816378343
resumen_consumos_2024-07-01_a_2025-06-30,GMM,2,Marzo,0.018243285935630026
resumen_consumos_2024-07-01_a_2025-06-30,GMM,2,s_Martes,0.018054495030245914
resumen_consumos_2024-07-01_a_2025-06-30,GMM,2,Martes,0.018054495030245914
resumen_consumos_2024-07-01_a_2025-06-30,GMM,2,s_invierno,0.017791073375402512
resumen_consumos_2024-07-01_a_2025-06-30,GMM,2,promedio_por_dia,0.01769363102589943
resumen_consumos_2024-07-01_a_2025-06-30,GMM,2,sum_consumo,0.01769363102589943
resumen_consumos_2024-07-01_a_2025-06-30,GMM,2,media_consumo,0.017693631025899423
resumen_consumos_2024-07-01_a_2025-06-30,GMM,2,consumo_medio_diario,0.017693631025899423
resumen_consumos_2024-07-01_a_2025-06-30,GMM,3,min_consumo,0.03944026222715968
resumen_consumos_2024-07-01_a_2025-06-30,GMM,3,s_Tarde,0.02464487791598268
resumen_consumos_2024-07-01_a_2025-06-30,GMM,3,Tarde,0.024644877915982674
resumen_consumos_2024-07-01_a_2025-06-30,GMM,3,std_Viernes,0.022700022888775574
resumen_consumos_2024-07-01_a_2025-06-30,GMM,3,Junio,0.02233965590642868
resumen_consumos_2024-07-01_a_2025-06-30,GMM,3,s_Viernes,0.02029875574745255
resumen_consumos_2024-07-01_a_2025-06-30,GMM,3,Viernes,0.020298755747452546
resumen_consumos_2024-07-01_a_2025-06-30,GMM,3,s_verano,0.01964524587138152
resumen_consumos_2024-07-01_a_2025-06-30,GMM,3,Abril,0.019037709524595263
resumen_consumos_2024-07-01_a_2025-06-30,GMM,3,percentil_25_consumo,0.018660305228465655
resumen_consumos_2024-07-01_a_2025-06-30,GMM,4,min_consumo,0.03458585406413625
resumen_consumos_2024-07-01_a_2025-06-30,GMM,4,s_Tarde,0.023250869750357648
resumen_consumos_2024-07-01_a_2025-06-30,GMM,4,Tarde,0.023250869750357644
resumen_consumos_2024-07-01_a_2025-06-30,GMM,4,Junio,0.02168531209816452
resumen_consumos_2024-07-01_a_2025-06-30,GMM,4,std_Viernes,0.020763459658675213
resumen_consumos_2024-07-01_a_2025-06-30,GMM,4,s_Viernes,0.020061025435874826
resumen_consumos_2024-07-01_a_2025-06-30,GMM,4,Viernes,0.02006102543587482
resumen_consumos_2024-07-01_a_2025-06-30,GMM,4,s_verano,0.019653792702183516
resumen_consumos_2024-07-01_a_2025-06-30,GMM,4,percentil_25_consumo,0.0192785207124839
resumen_consumos_2024-07-01_a_2025-06-30,GMM,4,Abril,0.018778757175253073
resumen_consumos_2024-07-01_a_2025-06-30,GMM,5,min_consumo,0.03491742226144593
resumen_consumos_2024-07-01_a_2025-06-30,GMM,5,s_Tarde,0.02230856293604601
resumen_consumos_2024-07-01_a_2025-06-30,GMM,5,Tarde,0.022308562936046
resumen_consumos_2024-07-01_a_2025-06-30,GMM,5,Junio,0.020547839517909464
resumen_consumos_2024-07-01_a_2025-06-30,GMM,5,std_Viernes,0.019745605722990982
resumen_consumos_2024-07-01_a_2025-06-30,GMM,5,s_Viernes,0.019381957322440413
resumen_consumos_2024-07-01_a_2025-06-30,GMM,5,Viernes,0.019381957322440406
resumen_consumos_2024-07-01_a_2025-06-30,GMM,5,s_verano,0.018606334648068275
resumen_consumos_2024-07-01_a_2025-06-30,GMM,5,percentil_50_consumo,0.018485556577650834
resumen_consumos_2024-07-01_a_2025-06-30,GMM,5,percentil_25_consumo,0.01845791834864964
resumen_consumos_dia_domingo,KMeans,2,s_Noche,0.029034598259790035
resumen_consumos_dia_domingo,KMeans,2,Noche,0.02903459825979002
resumen_consumos_dia_domingo,KMeans,2,Marzo,0.027380515133895354
resumen_consumos_dia_domingo,KMeans,2,Domingo,0.027001993078357506
resumen_consumos_dia_domingo,KMeans,2,Fin de semana,0.027001993078357506
resumen_consumos_dia_domingo,KMeans,2,sum_consumo,0.027001993078357506
resumen_consumos_dia_domingo,KMeans,2,promedio_por_dia,0.027001993078357506
resumen_consumos_dia_domingo,KMeans,2,s_Domingo,0.027001993078357506
resumen_consumos_dia_domingo,KMeans,2,s_Fin de semana,0.027001993078357506
resumen_consumos_dia_domingo,KMeans,2,consumo_medio_diario,0.027001993078357506
resumen_consumos_dia_domingo,KMeans,3,s_otoño,0.02597134331331235
resumen_consumos_dia_domingo,KMeans,3,percentil_50_consumo,0.025176587143774517
resumen_consumos_dia_domingo,KMeans,3,Noviembre,0.024821364889991385
resumen_consumos_dia_domingo,KMeans,3,s_Domingo,0.02478912075662491
resumen_consumos_dia_domingo,KMeans,3,s_Fin de semana,0.02478912075662491
resumen_consumos_dia_domingo,KMeans,3,promedio_por_dia,0.02478912075662491
resumen_consumos_dia_domingo,KMeans,3,sum_consumo,0.02478912075662491
resumen_consumos_dia_domingo,KMeans,3,Domingo,0.024789120756624903
resumen_consumos_dia_domingo,KMeans,3,Fin de semana,0.024789120756624903
resumen_consumos_dia_domingo,KMeans,3,media_consumo,0.024789120756624903
resumen_consumos_dia_domingo,KMeans,4,Mediodia,0.027329592414446022
resumen_consumos_dia_domingo,KMeans,4,s_Mediodia,0.027329592414446015
resumen_consumos_dia_domingo,KMeans,4,percentil_75_consumo,0.02704034627280018
resumen_consumos_dia_domingo,KMeans,4,Fin de semana,0.026190395281323435
resumen_consumos_dia_domingo,KMeans,4,Domingo,0.026190395281323435
resumen_consumos_dia_domingo,KMeans,4,s_Fin de semana,0.026190395281323435
resumen_consumos_dia_domingo,KMeans,4,s_Domingo,0.026190395281323435
resumen_consumos_dia_domingo,KMeans,4,promedio_por_dia,0.02619039528132343
resumen_consumos_dia_domingo,KMeans,4,consumo_medio_diario,0.02619039528132343
resumen_consumos_dia_domingo,KMeans,4,media_consumo,0.02619039528132343
resumen_consumos_dia_domingo,KMeans,5,std_Mediodia,0.04111112770084969
resumen_consumos_dia_domingo,KMeans,5,max_consumo,0.033845357045410245
resumen_consumos_dia_domingo,KMeans,5,Mediodia,0.024678235046324812
resumen_consumos_dia_domingo,KMeans,5,s_Mediodia,0.0246782350463248
resumen_consumos_dia_domingo,KMeans,5,percentil_75_consumo,0.023082488928083542
resumen_consumos_dia_domingo,KMeans,5,s_Tarde,0.022572283886467318
resumen_consumos_dia_domingo,KMeans,5,Tarde,0.022572283886467304
resumen_consumos_dia_domingo,KMeans,5,s_Domingo,0.0223905709949125
resumen_consumos_dia_domingo,KMeans,5,s_Fin de semana,0.0223905709949125
resumen_consumos_dia_domingo,KMeans,5,sum_consumo,0.0223905709949125
resumen_consumos_dia_domingo,Agglomerative,2,percentil_50_consumo,0.03249814256278241
resumen_consumos_dia_domingo,Agglomerative,2,Agosto,0.02841659428821184
resumen_consumos_dia_domingo,Agglomerative,2,percentil_75_consumo,0.028308886702018244
resumen_consumos_dia_domingo,Agglomerative,2,sum_consumo,0.027941571777663387
resumen_consumos_dia_domingo,Agglomerative,2,s_Fin de semana,0.027941571777663387
resumen_consumos_dia_domingo,Agglomerative,2,s_Domingo,0.027941571777663387
resumen_consumos_dia_domingo,Agglomerative,2,promedio_por_dia,0.027941571777663387
resumen_consumos_dia_domingo,Agglomerative,2,consumo_medio_diario,0.027941571777663377
resumen_consumos_dia_domingo,Agglomerative,2,Domingo,0.027941571777663377
resumen_consumos_dia_domingo,Agglomerative,2,media_consumo,0.027941571777663377
resumen_consumos_dia_domingo,Agglomerative,3,s_otoño,0.02693041446601219
resumen_consumos_dia_domingo,Agglomerative,3,std_otoño,0.025487661888197663
resumen_consumos_dia_domingo,Agglomerative,3,Noviembre,0.025110787871623023
resumen_consumos_dia_domingo,Agglomerative,3,promedio_por_dia,0.024595620975191683
resumen_consumos_dia_domingo,Agglomerative,3,s_Domingo,0.02459562097519168
resumen_consumos_dia_domingo,Agglomerative,3,sum_consumo,0.02459562097519168
resumen_consumos_dia_domingo,Agglomerative,3,s_Fin de semana,0.02459562097519168
resumen_consumos_dia_domingo,Agglomerative,3,Fin de semana,0.024595620975191673
resumen_consumos_dia_domingo,Agglomerative,3,consumo_medio_diario,0.024595620975191673
resumen_consumos_dia_domingo,Agglomerative,3,Domingo,0.024595620975191673
resumen_consumos_dia_domingo,Agglomerative,4,Mediodia,0.02705778438812488
resumen_consumos_dia_domingo,Agglomerative,4,s_Mediodia,0.027057784388124874
resumen_consumos_dia_domingo,Agglomerative,4,percentil_75_consumo,0.026707676019917897
resumen_consumos_dia_domingo,Agglomerative,4,Fin de semana,0.02606108867517917
resumen_consumos_dia_domingo,Agglomerative,4,Domingo,0.02606108867517917
resumen_consumos_dia_domingo,Agglomerative,4,sum_consumo,0.02606108867517917
resumen_consumos_dia_domingo,Agglomerative,4,promedio_por_dia,0.02606108867517917
resumen_consumos_dia_domingo,Agglomerative,4,s_Fin de semana,0.02606108867517917
resumen_consumos_dia_domingo,Agglomerative,4,s_Domingo,0.02606108867517917
resumen_consumos_dia_domingo,Agglomerative,4,media_consumo,0.026061088675179166
resumen_consumos_dia_domingo,Agglomerative,5,std_Mañana,0.030140935011224595
resumen_consumos_dia_domingo,Agglomerative,5,Junio,0.027652376032972176
resumen_consumos_dia_domingo,Agglomerative,5,Abril,0.027097195002794165
resumen_consumos_dia_domingo,Agglomerative,5,Mayo,0.026039396411023943
resumen_consumos_dia_domingo,Agglomerative,5,Julio,0.026000097078525533
resumen_consumos_dia_domingo,Agglomerative,5,s_verano,0.025996049423055896
resumen_consumos_dia_domingo,Agglomerative,5,s_Tarde,0.02578137058409449
resumen_consumos_dia_domingo,Agglomerative,5,Tarde,0.02578137058409448
resumen_consumos_dia_domingo,Agglomerative,5,percentil_25_consumo,0.025289631570659513
resumen_consumos_dia_domingo,Agglomerative,5,Diciembre,0.024933015121576346
resumen_consumos_dia_domingo,GMM,2,s_Noche,0.029034598259790035
resumen_consumos_dia_domingo,GMM,2,Noche,0.02903459825979002
resumen_consumos_dia_domingo,GMM,2,Marzo,0.027380515133895354
resumen_consumos_dia_domingo,GMM,2,Domingo,0.027001993078357506
resumen_consumos_dia_domingo,GMM,2,Fin de semana,0.027001993078357506
resumen_consumos_dia_domingo,GMM,2,sum_consumo,0.027001993078357506
resumen_consumos_dia_domingo,GMM,2,promedio_por_dia,0.027001993078357506
resumen_consumos_dia_domingo,GMM,2,s_Domingo,0.027001993078357506
resumen_consumos_dia_domingo,GMM,2,s_Fin de semana,0.027001993078357506
resumen_consumos_dia_domingo,GMM,2,consumo_medio_diario,0.027001993078357506
resumen_consumos_dia_domingo,GMM,3,s_otoño,0.02597134331331235
resumen_consumos_dia_domingo,GMM,3,percentil_50_consumo,0.025176587143774517
resumen_consumos_dia_domingo,GMM,3,Noviembre,0.024821364889991385
resumen_consumos_dia_domingo,GMM,3,s_Domingo,0.02478912075662491
resumen_consumos_dia_domingo,GMM,3,s_Fin de semana,0.02478912075662491
resumen_consumos_dia_domingo,GMM,3,promedio_por_dia,0.02478912075662491
resumen_consumos_dia_domingo,GMM,3,sum_consumo,0.02478912075662491
resumen_consumos_dia_domingo,GMM,3,Domingo,0.024789120756624903
resumen_consumos_dia_domingo,GMM,3,Fin de semana,0.024789120756624903
resumen_consumos_dia_domingo,GMM,3,media_consumo,0.024789120756624903
resumen_consumos_dia_domingo,GMM,4,Mediodia,0.027329592414446022
resumen_consumos_dia_domingo,GMM,4,s_Mediodia,0.027329592414446015
resumen_consumos_dia_domingo,GMM,4,percentil_75_consumo,0.02704034627280018
resumen_consumos_dia_domingo,GMM,4,Fin de semana,0.026190395281323435
resumen_consumos_dia_domingo,GMM,4,Domingo,0.026190395281323435
resumen_consumos_dia_domingo,GMM,4,s_Fin de semana,0.026190395281323435
resumen_consumos_dia_domingo,GMM,4,s_Domingo,0.026190395281323435
resumen_consumos_dia_domingo,GMM,4,promedio_por_dia,0.02619039528132343
resumen_consumos_dia_domingo,GMM,4,consumo_medio_diario,0.02619039528132343
resumen_consumos_dia_domingo,GMM,4,media_consumo,0.02619039528132343
resumen_consumos_dia_domingo,GMM,5,std_Mediodia,0.04111112770084969
resumen_consumos_dia_domingo,GMM,5,max_consumo,0.033845357045410245
resumen_consumos_dia_domingo,GMM,5,Mediodia,0.024678235046324812
resumen_consumos_dia_domingo,GMM,5,s_Mediodia,0.0246782350463248
resumen_consumos_dia_domingo,GMM,5,percentil_75_consumo,0.023082488928083542
resumen_consumos_dia_domingo,GMM,5,s_Tarde,0.022572283886467318
resumen_consumos_dia_domingo,GMM,5,Tarde,0.022572283886467304
resumen_consumos_dia_domingo,GMM,5,s_Domingo,0.0223905709949125
resumen_consumos_dia_domingo,GMM,5,s_Fin de semana,0.0223905709949125
resumen_consumos_dia_domingo,GMM,5,sum_consumo,0.0223905709949125
resumen_consumos_dia_jueves,KMeans,2,Noviembre,0.030118262489589327
resumen_consumos_dia_jueves,KMeans,2,s_Noche,0.02959351694013163
resumen_consumos_dia_jueves,KMeans,2,Noche,0.02959351694013163
resumen_consumos_dia_jueves,KMeans,2,Diciembre,0.02914927410458785
resumen_consumos_dia_jueves,KMeans,2,s_otoño,0.028816285179006904
resumen_consumos_dia_jueves,KMeans,2,s_Jueves,0.02814983444626306
resumen_consumos_dia_jueves,KMeans,2,s_Entre semana,0.02814983444626306
resumen_consumos_dia_jueves,KMeans,2,promedio_por_dia,0.02814983444626306
resumen_consumos_dia_jueves,KMeans,2,sum_consumo,0.02814983444626306
resumen_consumos_dia_jueves,KMeans,2,media_consumo,0.028149834446263053
resumen_consumos_dia_jueves,KMeans,3,Tarde,0.04494038422711709
resumen_consumos_dia_jueves,KMeans,3,s_Tarde,0.04494038422711708
resumen_consumos_dia_jueves,KMeans,3,std_verano,0.037410654441621415
resumen_consumos_dia_jueves,KMeans,3,max_consumo,0.03723376790470919
resumen_consumos_dia_jueves,KMeans,3,Agosto,0.03621401269988009
resumen_consumos_dia_jueves,KMeans,3,s_verano,0.03232800214617518
resumen_consumos_dia_jueves,KMeans,3,std_Mediodia,0.03196469264639847
resumen_consumos_dia_jueves,KMeans,3,std_Jueves,0.030046613975659005
resumen_consumos_dia_jueves,KMeans,3,std_Entre semana,0.030046613975659005
resumen_consumos_dia_jueves,KMeans,3,std_consumo,0.03004661397565898
resumen_consumos_dia_jueves,KMeans,4,Tarde,0.03499625980690825
resumen_consumos_dia_jueves,KMeans,4,s_Tarde,0.03499625980690825
resumen_consumos_dia_jueves,KMeans,4,std_verano,0.03325795544194066
resumen_consumos_dia_jueves,KMeans,4,Agosto,0.03289959429900391
resumen_consumos_dia_jueves,KMeans,4,max_consumo,0.029590482149943965
resumen_consumos_dia_jueves,KMeans,4,s_verano,0.027773592181283936
resumen_consumos_dia_jueves,KMeans,4,std_Mediodia,0.025567158581032447
resumen_consumos_dia_jueves,KMeans,4,Abril,0.02552912683041983
resumen_consumos_dia_jueves,KMeans,4,Junio,0.025476082069688346
resumen_consumos_dia_jueves,KMeans,4,Septiembre,0.02482984471162019
resumen_consumos_dia_jueves,KMeans,5,Tarde,0.03221185240157595
resumen_consumos_dia_jueves,KMeans,5,s_Tarde,0.03221185240157595
resumen_consumos_dia_jueves,KMeans,5,std_verano,0.029782842863305188
resumen_consumos_dia_jueves,KMeans,5,Agosto,0.029666818401220017
resumen_consumos_dia_jueves,KMeans,5,s_verano,0.026335885642922458
resumen_consumos_dia_jueves,KMeans,5,Septiembre,0.026312605531375398
resumen_consumos_dia_jueves,KMeans,5,Abril,0.026068608067780896
resumen_consumos_dia_jueves,KMeans,5,max_consumo,0.02578076602049122
resumen_consumos_dia_jueves,KMeans,5,Junio,0.02476780175331285
resumen_consumos_dia_jueves,KMeans,5,Marzo,0.02381414996109671
resumen_consumos_dia_jueves,Agglomerative,2,percentil_75_consumo,0.031293425195285565
resumen_consumos_dia_jueves,Agglomerative,2,percentil_50_consumo,0.03125013280108936
resumen_consumos_dia_jueves,Agglomerative,2,media_consumo,0.030678772878633683
resumen_consumos_dia_jueves,Agglomerative,2,promedio_por_dia,0.030678772878633683
resumen_consumos_dia_jueves,Agglomerative,2,sum_consumo,0.030678772878633683
resumen_consumos_dia_jueves,Agglomerative,2,s_Entre semana,0.030678772878633683
resumen_consumos_dia_jueves,Agglomerative,2,s_Jueves,0.030678772878633683
resumen_consumos_dia_jueves,Agglomerative,2,consumo_medio_diario,0.030678772878633676
resumen_consumos_dia_jueves,Agglomerative,2,Jueves,0.030678772878633666
resumen_consumos_dia_jueves,Agglomerative,2,Entre semana,0.030678772878633666
resumen_consumos_dia_jueves,Agglomerative,3,Noviembre,0.028917514026543963
resumen_consumos_dia_jueves,Agglomerative,3,percentil_75_consumo,0.027240234926776904
resumen_consumos_dia_jueves,Agglomerative,3,s_otoño,0.026578083990891246
resumen_consumos_dia_jueves,Agglomerative,3,sum_consumo,0.02639582813955169
resumen_consumos_dia_jueves,Agglomerative,3,s_Entre semana,0.02639582813955169
resumen_consumos_dia_jueves,Agglomerative,3,promedio_por_dia,0.02639582813955169
resumen_consumos_dia_jueves,Agglomerative,3,consumo_medio_diario,0.02639582813955169
resumen_consumos_dia_jueves,Agglomerative,3,s_Jueves,0.02639582813955169
resumen_consumos_dia_jueves,Agglomerative,3,Jueves,0.02639582813955168
resumen_consumos_dia_jueves,Agglomerative,3,media_consumo,0.02639582813955168
resumen_consumos_dia_jueves,Agglomerative,4,Tarde,0.041695637793688185
resumen_consumos_dia_jueves,Agglomerative,4,s_Tarde,0.041695637793688185
resumen_consumos_dia_jueves,Agglomerative,4,std_verano,0.03499469798296343
resumen_consumos_dia_jueves,Agglomerative,4,max_consumo,0.03390742297717931
resumen_consumos_dia_jueves,Agglomerative,4,Agosto,0.03379204723267917
resumen_consumos_dia_jueves,Agglomerative,4,s_verano,0.03148125689458238
resumen_consumos_dia_jueves,Agglomerative,4,std_Mediodia,0.029019150167045503
resumen_consumos_dia_jueves,Agglomerative,4,Junio,0.028553801683632685
resumen_consumos_dia_jueves,Agglomerative,4,percentil_25_consumo,0.028489762825304448
resumen_consumos_dia_jueves,Agglomerative,4,std_Jueves,0.02753422840547236
resumen_consumos_dia_jueves,Agglomerative,5,Tarde,0.03527994095727092
resumen_consumos_dia_jueves,Agglomerative,5,s_Tarde,0.03527994095727091
resumen_consumos_dia_jueves,Agglomerative,5,std_verano,0.03269707126674974
resumen_consumos_dia_jueves,Agglomerative,5,std_Mañana,0.03252149086046149
resumen_consumos_dia_jueves,Agglomerative,5,Agosto,0.03224735209705985
resumen_consumos_dia_jueves,Agglomerative,5,s_verano,0.030904240248013297
resumen_consumos_dia_jueves,Agglomerative,5,Junio,0.028713816822571625
resumen_consumos_dia_jueves,Agglomerative,5,percentil_25_consumo,0.028632862847848967
resumen_consumos_dia_jueves,Agglomerative,5,max_consumo,0.028301330862403
resumen_consumos_dia_jueves,Agglomerative,5,percentil_50_consumo,0.026599917633278673
resumen_consumos_dia_jueves,GMM,2,Noviembre,0.030118262489589327
resumen_consumos_dia_jueves,GMM,2,s_Noche,0.02959351694013163
resumen_consumos_dia_jueves,GMM,2,Noche,0.02959351694013163
resumen_consumos_dia_jueves,GMM,2,Diciembre,0.02914927410458785
resumen_consumos_dia_jueves,GMM,2,s_otoño,0.028816285179006904
resumen_consumos_dia_jueves,GMM,2,s_Jueves,0.02814983444626306
resumen_consumos_dia_jueves,GMM,2,s_Entre semana,0.02814983444626306
resumen_consumos_dia_jueves,GMM,2,promedio_por_dia,0.02814983444626306
resumen_consumos_dia_jueves,GMM,2,sum_consumo,0.02814983444626306
resumen_consumos_dia_jueves,GMM,2,media_consumo,0.028149834446263053
resumen_consumos_dia_jueves,GMM,3,Tarde,0.04494038422711709
resumen_consumos_dia_jueves,GMM,3,s_Tarde,0.04494038422711708
resumen_consumos_dia_jueves,GMM,3,std_verano,0.037410654441621415
resumen_consumos_dia_jueves,GMM,3,max_consumo,0.03723376790470919
resumen_consumos_dia_jueves,GMM,3,Agosto,0.03621401269988009
resumen_consumos_dia_jueves,GMM,3,s_verano,0.03232800214617518
resumen_consumos_dia_jueves,GMM,3,std_Mediodia,0.03196469264639847
resumen_consumos_dia_jueves,GMM,3,std_Jueves,0.030046613975659005
